iter	Passed	Remaining
1665	116519	23359
1666	116592	23290
1667	116670	23222
1668	116743	23152
1669	116804	23081
1670	116867	23009
1671	116926	22937
1672	116983	22865
1673	117046	22794
1674	117122	22725
1675	117182	22653
1676	117246	22582
1677	117317	22512
1678	117396	22444
1679	117458	22373
1680	117524	22302
1681	117600	22233
1682	117676	22164
1683	117753	22096
1684	117821	22025
1685	117887	21955
1686	117975	21888
1687	118052	21820
1688	118140	21753
1689	118206	21682
1690	118268	21611
1691	118336	21541
1692	118403	21470
1693	118467	21399
1694	118533	21329
1695	118599	21258
1696	118675	21189
1697	118746	21119
1698	118805	21047
1699	118865	20976
1700	118944	20907
1701	119023	20839
1702	119103	20771
1703	119167	20700
1704	119238	20630
1705	119316	20562
1706	119387	20492
1707	119459	20422
1708	119524	20351
1709	119604	20283
1710	119675	20213
1711	119749	20144
1712	119819	20074
1713	119890	20005
1714	119968	19936
1715	120035	19866
1716	120110	19796
1717	120198	19729
1718	120265	19659
1719	120351	19592
1720	120428	19523
1721	120493	19452
1722	120596	19387
1723	120690	19321
1724	120771	19253
1725	120846	19184
1726	120919	19114
1727	120987	19044
1728	121057	18974
1729	121121	18903
1730	121189	18832
1731	121265	18763
1732	121333	18693
1733	121405	18623
1734	121480	18554
1735	121559	18486
1736	121641	18417
1737	121731	18350
1738	121800	18280
1739	121881	18212
1740	121952	18142
1741	122023	18072
1742	122091	18001
1743	122162	17932
1744	122237	17862
1745	122307	17792
1746	122382	17723
1747	122477	17657
1748	122548	17587
1749	122622	17517
1750	122701	17448
1751	122774	17379
1752	122847	17309
1753	122925	17240
1754	123001	17171
1755	123062	17099
1756	123140	17030
1757	123212	16961
1758	123292	16892
1759	123378	16824
1760	123450	16754
1761	123526	16685
1762	123608	16616
1763	123685	16547
1764	123761	16478
1765	123833	16408
1766	123935	16342
1767	124027	16275
1768	124130	16209
1769	124231	16143
1770	124325	16076
1771	124421	16009
1772	124500	15939
1773	124602	15873
1774	124683	15804
1775	124774	15737
1776	124865	15669
1777	124961	15602
1778	125048	15534
1779	125100	15461
1780	125164	15390
1781	125228	15319
1782	125328	15253
1783	125397	15182
1784	125455	15110
1785	125518	15039
1786	125580	14968
1787	125642	14897
1788	125695	14824
1789	125753	14753
1790	125809	14681
1791	125863	14609
1792	125915	14536
1793	125968	14464
1794	126043	14394
1795	126111	14324
1796	126174	14253
1797	126234	14182
1798	126300	14111
1799	126369	14041
1800	126430	13969
1801	126489	13898
1802	126551	13827
1803	126609	13755
1804	126675	13685
1805	126738	13614
1806	126789	13541
1807	126849	13470
1808	126905	13399
1809	126966	13327
1810	127026	13256
1811	127101	13187
1812	127218	13121
1813	127331	13056
1814	127432	12989
1815	127533	12921
1816	127635	12854
1817	127746	12788
1818	127843	12721
1819	127939	12653
1820	128021	12584
1821	128121	12516
1822	128183	12445
1823	128226	12372
1824	128277	12300
1825	128320	12227
1826	128365	12154
1827	128413	12082
1828	128463	12010
1829	128518	11938
1830	128568	11866
1831	128620	11794
1832	128685	11724
1833	128742	11652
1834	128796	11581
1835	128847	11509
1836	128898	11437
1837	128949	11365
1838	129006	11294
1839	129076	11224
1840	129162	11155
1841	129247	11086
1842	129359	11019
1843	129460	10952
1844	129543	10883
1845	129636	10814
1846	129717	10745
1847	129793	10675
1848	129886	10607
1849	129966	10537
1850	130038	10467
1851	130150	10400
1852	130248	10332
1853	130319	10262
1854	130399	10192
1855	130469	10122
1856	130538	10052
1857	130612	9982
1858	130691	9912
1859	130763	9842
1860	130848	9773
1861	130922	9703
1862	130995	9633
1863	131063	9562
1864	131139	9492
1865	131201	9421
1866	131271	9351
1867	131348	9281
1868	131421	9211
1869	131505	9142
1870	131586	9072
1871	131667	9002
1872	131739	8932
1873	131814	8862
1874	131895	8793
1875	131970	8722
1876	132053	8653
1877	132128	8583
1878	132211	8513
1879	132293	8444
1880	132377	8374
1881	132462	8305
1882	132578	8237
1883	132656	8167
1884	132738	8098
1885	132835	8029
1886	132939	7960
1887	133043	7892
1888	133169	7825
1889	133270	7756
1890	133356	7686
1891	133469	7618
1892	133535	7547
1893	133584	7476
1894	133631	7404
1895	133683	7332
1896	133731	7261
1897	133782	7189
1898	133838	7118
1899	133891	7046
1900	133944	6975
1901	133994	6904
1902	134040	6832
1903	134087	6760
1904	134129	6688
1905	134176	6617
1906	134234	6546
1907	134284	6474
1908	134340	6403
1909	134398	6332
1910	134468	6262
1911	134537	6192
1912	134649	6123
1913	134760	6055
1914	134851	5985
1915	134922	5915
1916	135024	5846
1917	135106	5776
1918	135178	5705
1919	135245	5635
1920	135320	5564
1921	135390	5494
1922	135466	5424
1923	135545	5354
1924	135623	5284
1925	135708	5214
1926	135777	5143
1927	135854	5073
1928	135928	5003
1929	135997	4932
1930	136071	4862
1931	136148	4791
1932	136222	4721
1933	136312	4651
1934	136395	4581
1935	136464	4511
1936	136529	4440
1937	136604	4370
1938	136674	4299
1939	136745	4229
1940	136821	4158
1941	136891	4088
1942	136956	4017
1943	137025	3947
1944	137098	3876
1945	137170	3806
1946	137243	3735
1947	137300	3665
1948	137385	3595
1949	137459	3524
1950	137533	3454
1951	137654	3384
1952	137750	3315
1953	137836	3244
1954	137939	3175
1955	138024	3104
1956	138108	3034
1957	138202	2964
1958	138283	2894
1959	138355	2823
1960	138432	2753
1961	138503	2682
1962	138565	2611
1963	138637	2541
1964	138723	2470
1965	138808	2400
1966	138875	2329
1967	138941	2259
1968	139013	2188
1969	139085	2118
1970	139155	2047
1971	139231	1976
1972	139295	1906
1973	139353	1835
1974	139408	1764
1975	139475	1694
1976	139537	1623
1977	139608	1552
1978	139685	1482
1979	139769	1411
1980	139852	1341
1981	139921	1270
1982	139993	1200
1983	140055	1129
1984	140128	1058
1985	140202	988
1986	140283	917
1987	140370	847
1988	140440	776
1989	140527	706
1990	140610	635
1991	140690	565
1992	140782	494
1993	140849	423
1994	140922	353
1995	141011	282
1996	141092	211
1997	141186	141
1998	141260	70
1999	141337	0
